For Example 10, The full renyi 0.5 token for desp method is: [0.0019, 0.0047, 0.0207, 0.3133, 0.2930, 0.2058, 0.3106, 0.3518, 0.0189, 0.0251, 0.0091, 0.0124, 0.0339, 0.0902, 0.0054, 0.0116, 0.0000, 0.0141, 0.0575, 0.0000, 0.0123, 0.0084, 0.0143, 0.0002, 0.0002, 0.0441, 0.0011, 0.0240, 0.0222, 0.0704, 0.0168, 0.0061]
For Example 11, The full renyi 0.5 token for desp method is: [0.0029, 0.0231, 0.0023, 0.2735, 0.0689, 0.0000, 0.0316, 0.0716, 0.0773, 0.0000, 0.0707, 0.0929, 0.1066, 0.0144, 0.1873, 0.0025, 0.0685, 0.0319, 0.0204, 0.2204, 0.0127, 0.0120, 0.0192, 0.0043, 0.0035, 0.0006, 0.0878, 0.0693, 0.0127, 0.0463, 0.0209, 0.0164]
For Example 12, The full renyi 0.5 token for desp method is: [0.0015, 0.0178, 0.0661, 0.1533, 0.0006, 0.0000, 0.0080, 0.2296, 0.4117, 0.2711, 0.0905, 0.0447, 0.0217, 0.0813, 0.0000, 0.0259, 0.0000, 0.0000, 0.0089, 0.0883, 0.1916, 0.2726, 0.2330, 0.1133, 0.0431, 0.0143, 0.0133, 0.0032, 0.0066, 0.0307, 0.0072, 0.0164]
For Example 13, The full renyi 0.5 token for desp method is: [0.0061, 0.0112, 0.0006, 0.1284, 0.0004, 0.0566, 0.1724, 0.3487, 0.2824, 0.0054, 0.0239, 0.1257, 0.0172, 0.0067, 0.0045, 0.0063, 0.0951, 0.0010, 0.0053, 0.0260, 0.0015, 0.0131, 0.0001, 0.0014, 0.0116, 0.0651, 0.0001, 0.0119, 0.0579, 0.0169, 0.0188, 0.0001]
For Example 14, The full renyi 0.5 token for desp method is: [0.0079, 0.0180, 0.0073, 0.4151, 0.6366, 0.0030, 0.1733, 0.8678, 0.1705, 0.1445, 0.4139, 0.0048, 0.4870, 0.0954, 0.0400, 0.1220, 0.3562, 0.0535, 0.2253, 0.0076, 0.0202, 0.1059, 0.2188, 0.0588, 0.4445, 0.0000, 0.2256, 0.0271, 0.0124, 0.0013, 0.1954, 0.0000]
For Example 15, The full renyi 0.5 token for desp method is: [0.0015, 0.0083, 0.0005, 0.0476, 0.0192, 0.0330, 0.0162, 0.0625, 0.0190, 0.0369, 0.0000, 0.0361, 0.3490, 0.2395, 0.0000, 0.0162, 0.1596, 0.5111, 0.0783, 0.0001, 0.0104, 0.0048, 0.0091, 0.0068, 0.0047, 0.0893, 0.2660, 0.0045, 0.0216, 0.0876, 0.0220, 0.0155]
For Example 16, The full renyi 0.5 token for desp method is: [0.0017, 0.0166, 0.0033, 0.3207, 0.1293, 0.0000, 0.0726, 0.0491, 0.1761, 0.0532, 0.0439, 0.0376, 0.0690, 0.0160, 0.0188, 0.0342, 0.0190, 0.0594, 0.0105, 0.0027, 0.0235, 0.0030, 0.0769, 0.0095, 0.0106, 0.0016, 0.0390, 0.0000, 0.0072, 0.0426, 0.0000, 0.0082]
For Example 17, The full renyi 0.5 token for desp method is: [0.0139, 0.0636, 0.0162, 0.4728, 0.5380, 0.0001, 2.1063, 0.2717, 0.0655, 0.0824, 0.0000, 0.0927, 0.0000, 0.0879, 0.0000, 0.0487, 0.0127, 0.6425, 0.0472, 0.0338, 0.1581, 0.1581, 0.0001, 0.0007, 0.0054, 0.0384, 0.0039, 0.0522, 0.0000, 0.0102, 0.0022, 0.0030]
For Example 18, The full renyi 0.5 token for desp method is: [0.0011, 0.0114, 0.0000, 0.0008, 0.0138, 0.0002, 0.0339, 0.0000, 0.0488, 0.0000, 0.0027, 0.0199, 0.0392, 0.0019, 0.0080, 0.0000, 0.0000, 0.0132, 0.0020, 0.0064, 0.0011, 0.0054, 0.0762, 0.0319, 0.0773, 0.0004, 0.0657, 0.0469, 0.0010, 0.0412, 0.0217, 0.0159]
For Example 19, The full renyi 0.5 token for desp method is: [0.0026, 0.0132, 0.0000, 0.0014, 0.0958, 0.0742, 0.0004, 0.0409, 0.0056, 0.0162, 0.0083, 0.0001, 0.0081, 0.0052, 0.0869, 0.0363, 0.0507, 0.0089, 0.0436, 0.1097, 0.0677, 0.0119, 0.0241, 0.0586, 0.0187, 0.0932, 0.0000, 0.0580, 0.0946, 0.0169, 0.0000, 0.0056]
For Example 20, The full renyi 0.5 token for desp method is: [0.0035, 0.0097, 0.0741, 0.0808, 0.0002, 0.0381, 0.0379, 0.0016, 0.0879, 0.0058, 0.0080, 0.0000, 0.0055, 0.0026, 0.0362, 0.1263, 0.0191, 0.0901, 0.0425, 0.0165, 0.0077, 0.0187, 0.0286, 0.0303, 0.0014, 0.0568, 0.0232, 0.0034, 0.0214, 0.0229, 0.0139, 0.0449]
For Example 21, The full renyi 0.5 token for desp method is: [0.0266, 0.0863, 0.0000, 0.0000, 0.0132, 0.2769, 0.4997, 0.1111, 0.1093, 0.5343, 1.3240, 0.3089, 0.0385, 0.0017, 0.0115, 0.0365, 0.0361, 0.0374, 0.0361, 0.1457, 0.0019, 0.0215, 0.0119, 0.0004, 0.0065, 0.0042, 0.0117, 0.0226, 0.0031, 0.0055, 0.0011, 0.0056]
For Example 22, The full renyi 0.5 token for desp method is: [0.0013, 0.0183, 0.0029, 0.5591, 0.0469, 0.2681, 0.0136, 0.0011, 0.1284, 0.0000, 0.0001, 0.0532, 0.1174, 0.0011, 0.1669, 0.3073, 0.0000, 0.0308, 0.0353, 0.0162, 0.0213, 0.0621, 0.0276, 0.1344, 0.0046, 0.0637, 0.0788, 0.0336, 0.0473, 0.0074, 0.0242, 0.0074]
For Example 23, The full renyi 0.5 token for desp method is: [0.0004, 0.0018, 0.0009, 0.0556, 0.0319, 0.0423, 0.1717, 0.0000, 0.0021, 0.0000, 0.3001, 0.0030, 0.3146, 0.0076, 0.0496, 0.1925, 0.0897, 0.0913, 0.0569, 0.0096, 0.0051, 0.0041, 0.0019, 0.0001, 0.0249, 0.0017, 0.0216, 0.0625, 0.0042, 0.0010, 0.0050, 0.0546]
For Example 24, The full renyi 0.5 token for desp method is: [0.0042, 0.0147, 0.5527, 0.3750, 0.0815, 0.0055, 0.0545, 0.0025, 0.0016, 0.0164, 0.0001, 0.0000, 0.0010, 0.0769, 0.0481, 0.0423, 0.1973, 0.0000, 0.0010, 0.0282, 0.0322, 0.0026, 0.0217, 0.0724, 0.0093, 0.0126, 0.0000, 0.0017, 0.0000, 0.0049, 0.0252, 0.0093]
For Example 25, The full renyi 0.5 token for desp method is: [0.0035, 0.0061, 0.0144, 0.0284, 0.0001, 0.1547, 0.4123, 0.0000, 0.0024, 0.0014, 0.0000, 0.0738, 0.0015, 0.0000, 0.0016, 0.0100, 0.0115, 0.0086, 0.0001, 0.0879, 0.0076, 0.0002, 0.0028, 0.0134, 0.0019, 0.0008, 0.0062, 0.0158, 0.0158, 0.0000, 0.0920, 0.0001]
For Example 26, The full renyi 0.5 token for desp method is: [0.0070, 0.0304, 0.0038, 0.2765, 0.1742, 0.0000, 0.0352, 0.1126, 0.1184, 0.0280, 0.0000, 0.0000, 0.1668, 0.0000, 0.1008, 0.0000, 0.0215, 0.6813, 0.0001, 0.0980, 0.0000, 0.0151, 0.0286, 0.7206, 0.0000, 0.0510, 0.0000, 0.0595, 0.1187, 0.4096, 0.0147, 0.0590]
For Example 27, The full renyi 0.5 token for desp method is: [0.0031, 0.0211, 0.0269, 0.3877, 0.3293, 0.0007, 0.0455, 0.0464, 0.0403, 0.0997, 0.0018, 0.0588, 0.0578, 0.1248, 0.1821, 0.0499, 0.0409, 0.0023, 0.0212, 0.0018, 0.0061, 0.0094, 0.0983, 0.1848, 0.0346, 0.0784, 0.0744, 0.0241, 0.0373, 0.0184, 0.0136, 0.0685]
For Example 28, The full renyi 0.5 token for desp method is: [0.0082, 0.0205, 0.0000, 0.0000, 0.0189, 0.1084, 0.0000, 0.0186, 0.0349, 0.1974, 0.0001, 0.0357, 0.0430, 0.0223, 0.0100, 0.0017, 0.0028, 0.0064, 0.0001, 0.0062, 0.0000, 0.0003, 0.0029, 0.0041, 0.0022, 0.0160, 0.0010, 0.0733, 0.0482, 0.0000, 0.0078, 0.0560]
For Example 29, The full renyi 0.5 token for desp method is: [0.0022, 0.0314, 0.0254, 0.2582, 0.1701, 0.0002, 0.0464, 0.0001, 0.0907, 0.0534, 0.0000, 0.1736, 0.0336, 0.0000, 0.0172, 0.0318, 0.0310, 0.0166, 0.0109, 0.0060, 0.0007, 0.0256, 0.0000, 0.0066, 0.0005, 0.0019, 0.0326, 0.0100, 0.0030, 0.0028, 0.0263, 0.0006]
For Example 30, The full renyi 0.5 token for desp method is: [0.0158, 0.0613, 0.0097, 0.2226, 0.1896, 0.0312, 0.0682, 0.3117, 0.2357, 0.0912, 0.0387, 0.0568, 0.0565, 0.0195, 0.0196, 0.0620, 0.0137, 0.0683, 0.0823, 0.0762, 0.0269, 0.0471, 0.0222, 0.1566, 0.6423, 0.0118, 0.0658, 0.0804, 0.1396, 0.4832, 0.2183, 0.0977]
For Example 31, The full renyi 0.5 token for desp method is: [0.0024, 0.0219, 0.0000, 0.0000, 0.0385, 0.3349, 0.2840, 0.1069, 0.1270, 0.0624, 0.1171, 0.1851, 0.0000, 0.0143, 0.0421, 0.0770, 0.0664, 0.0543, 0.0303, 0.0001, 0.0258, 0.0530, 0.0001, 0.0405, 0.0174, 0.0000, 0.0001, 0.0145, 0.0017, 0.0000, 0.0345, 0.0060]
For Example 32, The full renyi 0.5 token for desp method is: [0.0024, 0.0089, 0.0000, 0.0000, 0.0038, 0.0563, 0.0010, 0.0548, 0.0569, 0.0477, 0.1848, 0.0001, 0.3992, 0.0000, 0.0145, 0.0229, 0.0445, 0.0133, 0.0107, 0.0314, 0.0023, 0.0325, 0.0398, 0.0106, 0.0000, 0.0199, 0.0023, 0.0070, 0.0061, 0.0112, 0.0164, 0.0075]
For Example 33, The full renyi 0.5 token for desp method is: [0.0042, 0.0574, 0.0013, 0.1303, 0.0615, 0.0887, 0.0547, 0.0356, 0.0272, 0.0683, 0.2309, 0.0555, 0.0093, 0.0033, 0.0041, 0.0137, 0.0292, 0.1564, 0.0157, 0.0128, 0.0018, 0.0367, 0.1594, 0.0180, 0.0044, 0.0053, 0.0120, 0.0182, 0.0426, 0.0194, 0.0506, 0.0000]
For Example 34, The full renyi 0.5 token for desp method is: [0.0057, 0.0396, 0.0064, 0.2975, 0.2150, 0.0404, 0.0566, 0.3546, 0.0003, 0.0073, 0.2424, 0.0603, 0.2730, 0.6603, 0.0000, 0.0063, 0.0928, 0.0090, 0.0098, 0.0164, 0.0279, 0.0877, 0.0130, 0.0064, 0.0063, 0.0314, 0.0000, 0.0421, 0.0545, 0.0008, 0.0142, 0.0381]
For Example 35, The full renyi 0.5 token for desp method is: [0.0047, 0.0055, 0.0154, 0.5804, 0.8294, 0.2112, 0.6023, 0.0489, 0.0000, 0.0145, -0.0000, 0.0376, 0.0088, 0.0672, 0.0000, 0.0160, 0.0270, 0.0292, 0.0765, 0.0436, 0.0025, 0.0001, 0.0018, 0.0006, 0.0037, 0.0229, 0.0001, 0.0133, 0.1257, 0.0000, 0.0131, 0.0066]
For Example 36, The full renyi 0.5 token for desp method is: [0.0032, 0.0142, 0.0032, 0.0637, 0.0315, 0.0973, 0.0000, 0.0843, 1.0393, 0.3431, 0.1982, 0.1423, 0.0002, 0.0683, 0.1824, 0.0401, 0.0036, 0.0374, 0.0328, 0.0739, 0.0125, 1.1201, 0.0000, 0.0000, 0.0000, 0.0064, 0.0148, 0.0033, 0.0025, 0.0001, 0.0368, 0.0298]
For Example 37, The full renyi 0.5 token for desp method is: [0.0011, 0.0119, 0.0055, 0.0680, 0.1503, 0.1381, 0.1618, 0.0328, 0.0100, 0.0650, 0.1963, 0.0039, 0.0135, 0.0457, 0.0000, 0.0000, 0.0020, 0.0130, 0.0088, 0.0073, 0.0533, 0.0052, 0.0169, 0.0250, 0.0185, 0.0712, 0.2585, 0.2579, 0.6496, 0.2594, 0.0373, 0.0085]
For Example 38, The full renyi 0.5 token for desp method is: [0.0033, 0.0276, 0.1143, 0.2511, 0.0403, 0.0422, 0.0399, 0.0002, 0.0323, 0.0026, 0.0297, 0.0566, 0.0817, 0.1616, 0.3100, 0.0925, 0.0797, 0.0104, 0.0325, 0.0991, 0.0049, 0.0231, 0.0724, 0.0000, 0.0292, 0.0339, 0.0267, 0.0018, 0.0043, 0.0117, 0.0045, 0.0218]
For Example 39, The full renyi 0.5 token for desp method is: [0.0049, 0.0132, 0.0000, 0.0000, 0.0081, 0.2408, 0.0340, 0.0109, 0.1226, 0.1461, 0.3587, 0.2808, 0.0408, 0.0826, 0.0172, 0.0045, 0.0311, 0.0373, 0.1170, 0.0000, 0.1596, 0.1003, 0.1382, 0.0001, 0.0352, 0.0401, 0.0320, 0.0403, 0.0112, 0.0428, 0.0000, 0.0190]
For Example 40, The full renyi 0.5 token for desp method is: [0.0003, 0.0043, 0.0074, 0.2904, 0.0954, 0.0000, 0.0069, 0.0001, 0.0075, 0.0043, 0.0330, 0.0007, 0.0070, 0.0369, 0.0171, 0.0090, 0.0151, 0.0527, 0.0731, 0.0072, 0.0000, 0.0022, 0.0021, 0.0189, 0.0000, 0.0070, 0.0206, 0.0000, 0.1942, 0.2432, 0.1895, 0.5326]
For Example 41, The full renyi 0.5 token for desp method is: [0.0014, 0.0145, 0.0095, 0.1434, 0.0383, 0.0906, 0.0467, 0.0447, 0.1048, 0.0483, 0.0214, 0.0772, 0.1840, 0.0036, 0.0163, 0.0105, 0.0002, 0.0016, 0.0169, 0.0330, 0.0108, 0.0042, 0.0024, 0.0442, 0.0072, 0.0100, 0.0000, 0.0043, 0.0003, 0.0000, 0.0021, 0.0161]
For Example 42, The full renyi 0.5 token for desp method is: [0.0144, 0.0403, 0.0705, 0.3283, 0.0001, 0.0000, 0.1978, 0.1747, 0.1245, 1.0981, 0.2078, 0.0066, 0.0678, 0.1855, 0.0000, 0.0102, 0.0843, 0.0232, 0.0983, 0.0866, 0.0235, 0.5420, 0.0195, 0.0000, 0.0000, 0.0591, 0.8622, 0.0003, 0.7775, 0.1570, 0.1208, 0.0186]
For Example 43, The full renyi 0.5 token for desp method is: [0.0047, 0.0203, 0.0701, 0.2141, 1.3723, 0.2364, 0.7124, 0.1843, 0.0589, 0.0975, 0.0066, 0.0086, 0.0047, 0.1318, 0.0617, 0.0679, 0.3759, 0.1990, 0.0696, 0.0158, 0.0198, 0.0114, 0.0535, 0.0000, 0.0529, 0.2540, 0.0024, 0.0961, 0.7708, 0.0259, 0.0415, 0.0436]
For Example 44, The full renyi 0.5 token for desp method is: [0.0010, 0.0036, 0.0060, 0.1205, 0.0002, 0.0087, 0.1399, 0.0000, 0.0166, 0.0174, 0.1245, 0.0453, 0.0151, 0.0223, 0.0000, 0.0267, 0.0365, 0.0377, 0.0125, 0.0115, 0.0174, 0.0862, 0.0005, 0.0127, 0.0076, 0.0101, 0.0157, 0.0090, 0.0003, 0.0155, 0.1115, 0.0099]
For Example 45, The full renyi 0.5 token for desp method is: [0.0033, 0.0348, 0.0051, 0.2235, 0.1749, 0.4080, 0.2064, 0.2990, 0.0716, 0.0894, 0.6895, 0.2500, 0.0295, 0.0238, 0.1088, 0.0000, 0.0198, 0.0669, 0.7425, 0.0689, 0.0782, 0.2518, 0.0081, 0.0129, 0.0373, 0.2286, 0.0431, 0.1266, 0.0001, 0.7819, 0.0100, 0.0336]
For Example 46, The full renyi 0.5 token for desp method is: [0.0035, 0.0168, 0.0033, 0.3470, 0.0000, 0.0337, 0.0094, 0.3239, 0.0299, 0.0000, 0.0000, 0.0535, 0.0150, 0.1530, 0.0000, 0.0000, 0.0117, 0.2908, 0.2621, 0.0236, 0.1533, 0.0460, 0.0790, 0.0794, 0.0175, 0.0058, 0.0000, 0.0020, 0.0129, 0.0000, 0.0000, 0.0031]
For Example 47, The full renyi 0.5 token for desp method is: [0.0024, 0.0120, 0.0000, 0.0000, 0.0245, 0.1048, 0.0000, 0.0385, 0.0642, 0.1792, 0.1180, 0.0240, 0.1198, 0.0231, 0.0231, 0.0915, 0.0062, 0.0063, 0.0386, 0.0158, 0.0546, 0.0166, 0.0109, 0.0328, 0.0005, 0.0000, 0.0324, 0.0034, 0.0030, 0.0027, 0.0027, 0.0044]
For Example 48, The full renyi 0.5 token for desp method is: [0.0028, 0.0112, 0.0044, 0.1126, 0.1495, 0.0529, 0.0081, 0.0432, 0.2337, 0.0338, 0.0001, 0.1812, 0.0096, 0.0350, 0.0154, 0.0051, 0.0324, 0.0122, 0.0372, 0.0730, 0.0192, 0.1849, 0.0598, 0.0163, 0.0229, 0.0047, 0.0203, 0.0065, 0.0344, 0.0087, 0.0124, 0.0037]
For Example 49, The full renyi 0.5 token for desp method is: [0.0043, 0.0186, 0.2283, 0.1422, 0.0001, 0.0029, 0.0000, 0.0312, 0.0321, 0.0000, 0.0169, 0.0000, 0.0483, 0.0667, 0.2704, 0.0015, 0.0293, 0.0182, 0.0196, 0.0070, 0.0729, 0.0000, 0.0233, 0.0078, 0.0229, 0.1136, 0.0095, 0.0354, 0.0121, 0.0074, 0.0000, 0.0000]
For Example 50, The full renyi 0.5 token for desp method is: [0.0056, 0.0023, 0.0005, 0.0147, 0.0006, 0.0271, 0.0161, 0.0000, 0.0000, 0.0103, 0.0006, 0.0043, 0.0476, 0.0080, 0.0014, 0.3342, 0.0717, 0.0049, 0.0259, 0.0000, 0.0064, 0.0121, 0.0065, 0.0035, 0.0136, 0.0072, 0.0088, 0.0170, 0.0125, 0.0158, 0.0120, 0.0281]
