For Example 19, The full renyi 0.5 token for desp method is: [1.9794, 3.0391, 1.3030, 4.9350, 4.5780, 5.4031, 4.0952, 1.0070, 3.7251, 4.5463, 5.8814, 4.9588, 0.5708, 0.5950, 4.4041, 4.9205, 5.6547, 4.7108, 0.9689, 4.2695, 3.2020, 3.9933, 4.7745, 0.5985, 0.6071, 4.0013, 5.3081, 3.6322, 0.6393, 3.1218, 5.2879]
For Example 20, The full renyi 0.5 token for desp method is: [1.8887, 3.0784, 1.3176, 4.9366, 0.7679, 3.7152, 3.7599, 5.1484, 4.2360, 4.5815, 4.7843, 5.8109, 1.7794, 0.8526, 4.4868, 3.8820, 0.7393, 2.3940, 1.6281, 3.7581, 4.1595, 3.8809, 5.4766, 0.6863, 3.6404, 2.5082, 4.9220, 3.6165, 4.2148, 4.3927, 1.6625]
For Example 23, The full renyi 0.5 token for desp method is: [1.6230, 3.0213, 1.7942, 4.8878, 4.5519, 0.7931, 4.5207, 1.5427, 0.5707, 4.4522, 2.8286, 2.0706, 3.8339, 1.7732, 3.1030, 3.3762, 3.3107, 1.1426, 3.9231, 0.6245, 3.0411, 1.2937, 2.4317, 3.2857, 0.5956, 3.9800, 2.5813, 1.9821, 2.9103, 2.0308, 4.6589]
For Example 24, The full renyi 0.5 token for desp method is: [1.9888, 3.0715, 1.2202, 4.9422, 0.7161, 3.8470, 4.2136, 5.4018, 4.4240, 4.6776, 1.5091, 0.7096, 2.1631, 2.6661, 5.4938, 5.8958, 4.1626, 3.7111, 4.2044, 3.6620, 5.0474, 3.4700, 1.3311, 1.7915, 1.5984, 1.7609, 0.8180, 3.2498, 0.7080, 2.8355, 3.7265]
For Example 25, The full renyi 0.5 token for desp method is: [1.9056, 2.9906, 0.5941, 0.5893, 1.5469, 3.8276, 4.4882, 3.6760, 4.0130, 3.6958, 5.0837, 4.9000, 0.6824, 1.9195, 3.7823, 3.5502, 3.7350, 5.0750, 0.8217, 1.2714, 2.1174, 1.5295, 1.5127, 3.9417, 1.4145, 4.1887, 4.3571, 4.8617, 3.0213, 0.6483, 0.5614]
For Example 26, The full renyi 0.5 token for desp method is: [1.9420, 2.9726, 1.7713, 5.0911, 0.7192, 3.7332, 4.2881, 5.4488, 5.2136, 4.9196, 4.5980, 4.7560, 0.8965, 4.5754, 1.2003, 1.8180, 3.8110, 0.6527, 1.9422, 0.9824, 2.9707, 3.3435, 4.6781, 0.9883, 3.3163, 5.4942, 0.6929, 4.6459, 3.9688, 5.2173, 3.9372]
For Example 28, The full renyi 0.5 token for desp method is: [1.9150, 3.1531, 2.0495, 4.3506, 3.5991, 3.4572, 2.1942, 3.8290, 1.9116, 3.0662, 4.0078, 4.9561, 1.3526, 1.4451, 1.8448, 1.1662, 2.7631, 4.0189, 2.9013, 4.9057, 0.7045, 3.8735, 3.1487, 3.5145, 1.5532, 0.8404, 2.9407, 2.3441, 4.3349, 2.1927, 3.1818]
For Example 29, The full renyi 0.5 token for desp method is: [1.8071, 2.7981, 1.3637, 5.3117, 3.1682, 2.1039, 3.2150, 1.0143, 0.5613, 4.3485, 3.7781, 2.5242, 3.8276, 1.9565, 3.1957, 3.5524, 2.8463, 4.2469, 0.5617, 3.4317, 5.3082, 0.6642, 4.2339, 2.4522, 3.4426, 1.9788, 2.1493, 3.8580, 2.4870, 4.8272, 1.0765]
For Example 30, The full renyi 0.5 token for desp method is: [2.3914, 3.1552, 2.3051, 3.6430, 1.1683, 0.8431, 4.0238, 3.0066, 2.8171, 4.4623, 4.6100, 0.6729, 2.8223, 3.7661, 3.6072, 3.7625, 5.5022, 4.7435, 4.2579, 0.7229, 0.7190, 3.1806, 2.4737, 4.7428, 3.0674, 2.8451, 3.5722, 4.1001, 5.3636, 4.5426, 3.9536]
For Example 35, The full renyi 0.5 token for desp method is: [1.8112, 3.0130, 1.2102, 5.1615, 0.7148, 3.7987, 3.1290, 5.3257, 0.9534, 0.7066, 4.4235, 0.6820, 3.7400, 1.7810, 3.5644, 2.9278, 1.2685, 2.7007, 1.9351, 4.6858, 4.8151, 1.2348, 1.7225, 0.6472, 0.6084, 2.4536, 3.0752, 1.3633, 1.6004, 5.1891, 2.5307]
For Example 37, The full renyi 0.5 token for desp method is: [2.1136, 3.0979, 2.7684, 5.4195, 4.1843, 2.7026, 3.8768, 3.5692, 2.4653, 3.8823, 0.8550, 0.6468, 1.9434, 3.9943, 4.0434, 3.5108, 4.7899, 0.7195, 1.6708, 3.8330, 3.3479, 3.0713, 3.7621, 5.6734, 3.6168, 3.6342, 1.7740, 3.1918, 0.5864, 3.2035, 5.3596]
For Example 38, The full renyi 0.5 token for desp method is: [2.2688, 2.9852, 2.3318, 3.4633, 1.1697, 0.7174, 3.8468, 2.4992, 1.5481, 3.7181, 3.0473, 0.8822, 2.2586, 3.5000, 3.0153, 3.2960, 3.1201, 4.7478, 3.3583, 2.4253, 3.9034, 1.2656, 3.5991, 2.3692, 2.9104, 3.0916, 1.5870, 5.7056, 3.6778, 4.5424, 2.2101]
For Example 42, The full renyi 0.5 token for desp method is: [2.0268, 2.8215, 1.8168, 4.9966, 4.3643, 4.3831, 4.3493, 0.6196, 3.3255, 2.0124, 2.1786, 1.1273, 1.5481, 3.5878, 3.3006, 5.4388, 4.8571, 3.6615, 4.6423, 4.1215, 3.6838, 3.6433, 4.1293, 5.9118, 1.1268, 0.6002, 1.7292, 5.5257, 6.0033, 5.3345, 3.6686]
For Example 43, The full renyi 0.5 token for desp method is: [1.8813, 3.1135, 2.5690, 5.4773, 0.9517, 2.0342, 4.0269, 4.6249, 5.4881, 2.8286, 3.8264, 3.8837, 4.2916, 5.1691, 3.8004, 2.6880, 3.7568, 1.9088, 2.0382, 4.2691, 4.8485, 0.8186, 0.6059, 4.1726, 5.3993, 3.7665, 2.1512, 3.3111, 3.7336, 6.1659, 0.9341]
For Example 44, The full renyi 0.5 token for desp method is: [1.8163, 3.1186, 0.5908, 0.5739, 1.3703, 5.1183, 4.4769, 5.4232, 1.2593, 3.5056, 0.6339, 4.0748, 4.0595, 5.1090, 5.7248, 3.7766, 0.7633, 1.5909, 4.2578, 4.2820, 3.8794, 0.6032, 3.5276, 3.9067, 4.5741, 3.6676, 4.8668, 1.0416, 4.9027, 0.8347, 3.2332]
For Example 45, The full renyi 0.5 token for desp method is: [1.6084, 2.9380, 1.8305, 3.1644, 2.6540, 4.0428, 3.1191, 2.9556, 2.0523, 1.1018, 1.4202, 1.4434, 4.1236, 3.0743, 3.6682, 0.8907, 1.2491, 3.6740, 2.8569, 4.3506, 0.6334, 3.0121, 2.7261, 3.8552, 2.9093, 4.4833, 1.5267, 1.8352, 2.6012, 2.5716, 0.8785]
For Example 48, The full renyi 0.5 token for desp method is: [1.6475, 3.0099, 2.4409, 4.9246, 0.7369, 0.5794, 4.9110, 3.4844, 2.9774, 4.1605, 3.1120, 1.8038, 3.6271, 5.2607, 0.7247, 3.3795, 3.8135, 2.6018, 4.7151, 1.8599, 3.5105, 4.4170, 3.8495, 0.6742, 0.5649, 4.1164, 5.1637, 0.9363, 4.2996, 3.8858, 4.0246]
For Example 49, The full renyi 0.5 token for desp method is: [1.4444, 2.8214, 1.6466, 3.8845, 3.0535, 4.1978, 3.4739, 0.6168, 1.1500, 0.8634, 2.8830, 1.5864, 3.8513, 2.9286, 4.6525, 4.8033, 4.3695, 4.2042, 4.1998, 3.8856, 2.8050, 2.7723, 2.4704, 1.3438, 5.4890, 2.1170, 4.5020, 5.1379, 2.8218, 2.6349, 4.2190]
For Example 51, The full renyi 0.5 token for desp method is: [1.8005, 3.0627, 1.7038, 4.9346, 0.7315, 3.6347, 4.0641, 5.2829, 4.1778, 0.7542, 0.7060, 4.0563, 0.6754, 3.6812, 0.6413, 2.4852, 4.4004, 3.6589, 3.4110, 3.8815, 3.8587, 5.4778, 3.7810, 1.7247, 2.2274, 1.7005, 1.6420, 0.8480, 3.1850, 0.6606, 2.7070]
For Example 53, The full renyi 0.5 token for desp method is: [1.6759, 3.0252, 1.8331, 4.8888, 1.5975, 3.3714, 0.6216, 0.5720, 4.2031, 3.6087, 1.5708, 3.9011, 2.2997, 3.2601, 3.6882, 5.6655, 4.6791, 4.8032, 3.0488, 5.4709, 4.6013, 5.5721, 0.7644, 0.7319, 3.5427, 2.2125, 3.3480, 4.5806, 0.6939, 0.5665, 3.7464]
For Example 54, The full renyi 0.5 token for desp method is: [1.7346, 2.8143, 1.7932, 4.7333, 4.7318, 0.6556, 4.3014, 2.5083, 1.5823, 4.4356, 3.7261, 4.4019, 0.5750, 3.3631, 5.6133, 5.2253, 0.9060, 4.1006, 1.5599, 4.1003, 3.6202, 4.9151, 0.7755, 4.2468, 5.6150, 0.7177, 3.9567, 1.5865, 2.9465, 1.7537, 0.8493]
For Example 55, The full renyi 0.5 token for desp method is: [1.9668, 3.1128, 2.7825, 5.0131, 3.6337, 3.8136, 4.1451, 5.7620, 5.3936, 5.3454, 5.2698, 4.6191, 4.6379, 3.2153, 3.9562, 5.3989, 3.6929, 4.4372, 4.9682, 4.3964, 4.3515, 5.2645, 3.5366, 3.7257, 4.9854, 2.2776, 3.8848, 4.7417, 4.2882, 4.8344, 3.9793]
For Example 56, The full renyi 0.5 token for desp method is: [2.2588, 3.1453, 0.6022, 0.5796, 1.4569, 5.2735, 3.6132, 0.7116, 4.0344, 4.5077, 5.5333, 0.8997, 0.7192, 4.3116, 3.5234, 5.0577, 4.2326, 2.9783, 3.9458, 0.6849, 0.7116, 3.5148, 4.7315, 3.3884, 1.7232, 3.6309, 1.9549, 1.2931, 3.3889, 2.4356, 4.2729]
For Example 57, The full renyi 0.5 token for desp method is: [2.0573, 3.1395, 1.7421, 5.4715, 1.2149, 4.0245, 5.1111, 5.8790, 5.6479, 5.8776, 2.5651, 5.4647, 0.5828, 0.5988, 4.7197, 3.4808, 2.3458, 3.6127, 2.7234, 1.4791, 2.6810, 1.9374, 4.2623, 4.8700, 0.5822, 0.5861, 4.1024, 5.7063, 1.0294, 5.8922, 6.0958]
For Example 59, The full renyi 0.5 token for desp method is: [1.9068, 3.0339, 2.4250, 5.3679, 4.2565, 0.6634, 0.6171, 4.4020, 0.5926, 3.7939, 2.2889, 3.8820, 1.0009, 3.7837, 5.3694, 0.9490, 5.0063, 5.4814, 1.1114, 3.9257, 3.9506, 4.1888, 0.8837, 0.6451, 3.9052, 5.3545, 0.6399, 4.1389, 2.4340, 3.1306, 2.2033]
For Example 62, The full renyi 0.5 token for desp method is: [1.9171, 3.0828, 1.2822, 4.8007, 4.2316, 0.6828, 3.7611, 4.2210, 4.7723, 2.7648, 0.6739, 0.6844, 4.2437, 3.5516, 2.4105, 3.4170, 3.2612, 1.6126, 3.2592, 2.2323, 3.8554, 4.3942, 0.7905, 0.7568, 4.3467, 5.5114, 0.7411, 3.9523, 0.6527, 2.9027, 5.3643]
For Example 64, The full renyi 0.5 token for desp method is: [2.4268, 3.3840, 3.6795, 5.6578, 4.6520, 5.2715, 6.3416, 4.2301, 4.8587, 5.8883, 5.4910, 4.5062, 5.9631, 3.4398, 5.3609, 2.6160, 2.4437, 3.3259, 5.2458, 4.3691, 3.7737, 2.9976, 5.7064, 6.6188, 1.1222, 5.0677, 2.7295, 5.4971, 3.1336, 4.9780, 5.7119]
For Example 72, The full renyi 0.5 token for desp method is: [1.8263, 3.0287, 2.1558, 4.7348, 2.6009, 4.0808, 3.8473, 4.6818, 0.9757, 4.5703, 3.0176, 0.6475, 1.3585, 3.8525, 0.6185, 3.3629, 2.0766, 3.2841, 3.2905, 1.2660, 1.8500, 2.1437, 4.1125, 1.4220, 4.5454, 5.1861, 4.1701, 3.3875, 2.7718, 3.7768, 1.9846]
For Example 74, The full renyi 0.5 token for desp method is: [1.6092, 3.0470, 2.1874, 4.7351, 1.9230, 3.4529, 3.3562, 3.8556, 4.7724, 0.6302, 0.5710, 3.8268, 3.0797, 3.5764, 0.6317, 0.8819, 2.1498, 4.4715, 2.0432, 2.9353, 0.6071, 0.5610, 2.7095, 4.3816, 4.2316, 2.0137, 3.0211, 2.1055, 0.7212, 2.5912, 2.6107]
For Example 80, The full renyi 0.5 token for desp method is: [1.8827, 2.7856, 1.6775, 4.8111, 3.4697, 2.4979, 4.6070, 4.5563, 0.6548, 2.7128, 3.6396, 3.3628, 3.8648, 5.3988, 3.7074, 4.2119, 5.9819, 4.1881, 5.5419, 5.9260, 3.3693, 3.7310, 3.3788, 3.5659, 4.4090, 5.6877, 0.6682, 4.1284, 1.9552, 2.8187, 1.6831]
For Example 83, The full renyi 0.5 token for desp method is: [2.1015, 3.1548, 1.4368, 5.2480, 4.2554, 5.7579, 4.4464, 0.7316, 0.7270, 4.5365, 2.6658, 5.5403, 0.7042, 3.8226, 0.6756, 3.4398, 3.2290, 4.0287, 0.7072, 0.7072, 3.9927, 5.7056, 3.7069, 2.6179, 3.9956, 2.9059, 1.3584, 4.3031, 2.7585, 4.9943, 4.3558]
For Example 84, The full renyi 0.5 token for desp method is: [1.9699, 2.6178, 1.4531, 4.7082, 4.6099, 4.2385, 2.6172, 4.8976, 1.4531, 3.3362, 0.5732, 2.8228, 2.2049, 4.5995, 0.9899, 3.7123, 5.1982, 4.6001, 5.6340, 3.9290, 3.5397, 1.0900, 2.0512, 2.5301, 2.8830, 4.8364, 1.9793, 3.8098, 5.7712, 0.6512, 4.4915]
For Example 88, The full renyi 0.5 token for desp method is: [2.0042, 3.0326, 0.6000, 0.5939, 2.2141, 4.8797, 3.1637, 3.9968, 3.9377, 5.1639, 4.1721, 3.0754, 4.7688, 2.7584, 2.7364, 3.4064, 3.9909, 5.2672, 3.2785, 3.5936, 3.7946, 1.4413, 2.8080, 0.8610, 3.9070, 2.0124, 0.7391, 1.8935, 3.5325, 2.5987, 4.7758]
For Example 90, The full renyi 0.5 token for desp method is: [2.1879, 3.1449, 1.8330, 4.6521, 4.3716, 5.4715, 2.0148, 4.3504, 0.7244, 3.6632, 5.2053, 5.8010, 4.4803, 0.6302, 2.6256, 2.2459, 0.6115, 3.6392, 5.4127, 4.2791, 1.2932, 1.9451, 1.5787, 3.8647, 3.9368, 5.4552, 1.1485, 4.1359, 4.8155, 6.0194, 4.9836]
For Example 93, The full renyi 0.5 token for desp method is: [1.8276, 2.9285, 0.6055, 0.5764, 1.0825, 4.5142, 0.6689, 0.7944, 3.3676, 3.7201, 4.1384, 3.6523, 4.0734, 1.5021, 3.5994, 0.5840, 0.6679, 3.2035, 4.7257, 1.4284, 3.9611, 3.8038, 1.3101, 3.7553, 3.9517, 1.2017, 3.1413, 2.2572, 0.6854, 4.1707, 1.8216]
For Example 94, The full renyi 0.5 token for desp method is: [1.5139, 2.9073, 0.8615, 2.8450, 4.0337, 2.2303, 1.3771, 2.6989, 3.3322, 4.7542, 3.8816, 4.6430, 0.7192, 3.4615, 3.4941, 1.6842, 3.6895, 1.2301, 3.2662, 2.4157, 2.7345, 3.9319, 2.5878, 3.6809, 0.6212, 2.8900, 4.8917, 2.8113, 4.1936, 4.3089, 4.4656]
For Example 95, The full renyi 0.5 token for desp method is: [1.7990, 2.7578, 1.3251, 3.8431, 2.9804, 2.6866, 1.4241, 3.2495, 3.2867, 1.2957, 0.5891, 3.5634, 4.8359, 0.8415, 3.7142, 5.0533, 3.9460, 0.6268, 2.5014, 4.5986, 0.6821, 0.5972, 0.6230, 2.6745, 2.7954, 3.0095, 2.7298, 1.4468, 5.0792, 0.5884, 2.2929]
For Example 97, The full renyi 0.5 token for desp method is: [1.8571, 2.8675, 2.0144, 5.0568, 3.7899, 2.5145, 4.4189, 5.1333, 4.5633, 4.8521, 4.3161, 5.7020, 4.8162, 5.7053, 5.4132, 1.2197, 5.2861, 5.2071, 3.6097, 0.6301, 1.7767, 2.9877, 2.7351, 4.3841, 4.6902, 5.9048, 0.6726, 4.6032, 3.9732, 4.0377, 1.8757]
For Example 98, The full renyi 0.5 token for desp method is: [1.5827, 2.8344, 1.6113, 3.9355, 0.8156, 0.9824, 3.8543, 3.3671, 4.6282, 0.7895, 3.9826, 4.0176, 4.1515, 3.0324, 3.5488, 1.5871, 3.6324, 1.3098, 3.7153, 4.0840, 0.9524, 4.0832, 3.8854, 3.8665, 4.0741, 4.9788, 5.2930, 3.3009, 5.3803, 1.2697, 3.6468]
For Example 99, The full renyi 0.5 token for desp method is: [1.5022, 2.7968, 1.4458, 4.6483, 0.6454, 0.5816, 3.4637, 3.7271, 2.5414, 4.7518, 1.0936, 3.9833, 3.9216, 5.0994, 4.0297, 2.4164, 4.4009, 3.4520, 1.0920, 2.3996, 2.7212, 3.4236, 0.6354, 0.5666, 3.4275, 5.2383, 4.4775, 2.5480, 3.3777, 3.6879, 5.0410]
For Example 100, The full renyi 0.5 token for desp method is: [2.2408, 2.8377, 1.8007, 4.3816, 2.6783, 1.0157, 4.1507, 3.5298, 4.2515, 1.4991, 4.8547, 2.6647, 1.9667, 3.8065, 3.6879, 1.5661, 2.3904, 2.5841, 3.8528, 1.0894, 3.8026, 5.3533, 0.8619, 0.6905, 3.5785, 3.3560, 5.4649, 2.2657, 4.1133, 1.3335, 3.6554]
For Example 101, The full renyi 0.5 token for desp method is: [1.8571, 3.0213, 1.8696, 4.6551, 0.8806, 0.6552, 3.4311, 3.9548, 3.5656, 4.3547, 0.6934, 2.3390, 3.2606, 5.1370, 4.4611, 3.0776, 2.4774, 2.9880, 3.3503, 3.5799, 5.3425, 4.7281, 1.4682, 2.6168, 4.1141, 3.3424, 0.8216, 2.1548, 2.7954, 5.2005, 3.9278]
For Example 103, The full renyi 0.5 token for desp method is: [1.6374, 2.8702, 1.9969, 5.4101, 5.0918, 5.5132, 1.2458, 0.8830, 4.3203, 4.0902, 3.3506, 2.0618, 3.4097, 1.8416, 2.9039, 3.5239, 3.8080, 4.5442, 3.2301, 3.9741, 2.2888, 6.2631, 5.0059, 3.4935, 3.9209, 3.9255, 5.0990, 4.1387, 3.7223, 5.1049, 1.0111]
For Example 108, The full renyi 0.5 token for desp method is: [1.7710, 2.9641, 1.5284, 4.3667, 4.7742, 3.3287, 4.7917, 3.5209, 0.5976, 5.0067, 4.2400, 5.0900, 5.6148, 2.3575, 4.8306, 3.9853, 1.2762, 4.7323, 3.2489, 4.4833, 3.0888, 2.5730, 4.7712, 3.6236, 5.4725, 3.3230, 5.1357, 3.5402, 4.4879, 1.6587, 4.3645]
For Example 111, The full renyi 0.5 token for desp method is: [1.7261, 3.2337, 0.5844, 2.2127, 4.1859, 3.7900, 3.2640, 2.9459, 3.3849, 3.4810, 1.8479, 2.5089, 5.0080, 3.7448, 2.5514, 0.5745, 4.9722, 4.0653, 1.3363, 4.3248, 0.8899, 3.3894, 3.4548, 2.7075, 1.8643, 4.4775, 2.7982, 2.1656, 3.4777, 2.2466, 4.4824]
For Example 112, The full renyi 0.5 token for desp method is: [1.8423, 3.0004, 0.5827, 1.8785, 3.5233, 3.2251, 2.1599, 3.3276, 2.8257, 3.7263, 4.6474, 3.3314, 2.0314, 2.1354, 0.5893, 2.5117, 4.7548, 3.6875, 1.7923, 2.7220, 3.2738, 3.8455, 2.6237, 2.3761, 3.8527, 3.3933, 1.4063, 2.1667, 1.9759, 3.3246, 4.8488]
For Example 113, The full renyi 0.5 token for desp method is: [1.5407, 2.8941, 2.1923, 4.2817, 3.3388, 3.1413, 2.3863, 4.0005, 0.6265, 3.6308, 4.7228, 2.1346, 1.8895, 3.1575, 3.6071, 3.6391, 2.8135, 4.5520, 0.5939, 3.0944, 4.8034, 2.4442, 4.7749, 2.6623, 1.6444, 5.2251, 1.5456, 2.5326, 2.9519, 1.6528, 4.1119]
For Example 114, The full renyi 0.5 token for desp method is: [1.9998, 3.0660, 0.5976, 0.5777, 1.5279, 5.2362, 0.7684, 4.1387, 3.2107, 2.9408, 0.6605, 2.4915, 3.5163, 0.7619, 0.5652, 2.2963, 3.2075, 4.8723, 0.9167, 0.7591, 3.1622, 4.9532, 3.5563, 1.6544, 4.0287, 1.7385, 1.7219, 3.5678, 2.4637, 4.7036, 1.0932]
For Example 115, The full renyi 0.5 token for desp method is: [2.0746, 2.9738, 2.3816, 5.6098, 0.9455, 3.9318, 4.3703, 5.9390, 1.0334, 4.8657, 4.9865, 5.4238, 0.7276, 4.1787, 5.6064, 3.3779, 2.3515, 1.7834, 3.3520, 4.5690, 0.7048, 3.3569, 5.9300, 0.6954, 4.4997, 1.2705, 0.8342, 3.0146, 5.1689, 4.4415, 5.8700]
For Example 116, The full renyi 0.5 token for desp method is: [2.3957, 2.8390, 1.4667, 4.7999, 1.0963, 4.7599, 5.5933, 6.4947, 5.9310, 2.9810, 3.4697, 5.3275, 5.0009, 1.4914, 2.3100, 2.8752, 5.5457, 2.0534, 4.6661, 5.3688, 2.2018, 5.3137, 1.0373, 1.7988, 2.8535, 4.4911, 0.8571, 3.1937, 4.9939, 3.4017, 2.6280]
For Example 121, The full renyi 0.5 token for desp method is: [2.1395, 3.2062, 0.5974, 0.5818, 1.8745, 5.5989, 0.7458, 4.3827, 4.5355, 5.7523, 3.9616, 5.0762, 4.5152, 5.1206, 3.0959, 4.4669, 2.9756, 3.3157, 4.5812, 3.8763, 5.6129, 3.8501, 2.6468, 3.9770, 1.9931, 0.9018, 3.5443, 2.2724, 4.0722, 3.4531, 3.3303]
For Example 122, The full renyi 0.5 token for desp method is: [1.9945, 3.0928, 0.6157, 0.5887, 2.6234, 5.3076, 3.7882, 3.3439, 4.2514, 5.5063, 4.6796, 4.2015, 3.8309, 2.4760, 3.0565, 3.8543, 4.2187, 1.4658, 4.1205, 5.4900, 2.4110, 4.6393, 3.2998, 1.4520, 3.1094, 2.6589, 3.9870, 5.0741, 1.6521, 2.3843, 3.0110]
For Example 124, The full renyi 0.5 token for desp method is: [1.6091, 2.7690, 1.6278, 3.2793, 2.9606, 4.1509, 3.5698, 0.6140, 2.2408, 4.9998, 1.0035, 0.5656, 3.6914, 5.1209, 3.3812, 4.6023, 0.5776, 3.1414, 4.4106, 3.9931, 2.5028, 2.4991, 1.4421, 2.3158, 3.1106, 3.1169, 5.1657, 5.1090, 0.8678, 3.1539, 5.3097]
For Example 126, The full renyi 0.5 token for desp method is: [1.9360, 3.0841, 0.5951, 0.5734, 1.3048, 5.0592, 4.2956, 5.6149, 3.5805, 0.7548, 3.9397, 4.6259, 5.4233, 4.2238, 0.5633, 0.5826, 4.2494, 4.4740, 5.2257, 4.2590, 1.0667, 0.8897, 3.9946, 3.9424, 4.8511, 1.6639, 3.9289, 4.7806, 5.7672, 1.1407, 4.8868]
For Example 127, The full renyi 0.5 token for desp method is: [1.7436, 2.8659, 1.8391, 5.2616, 0.7103, 0.5820, 4.5925, 3.7545, 3.4302, 5.1723, 3.9928, 4.6363, 3.8131, 3.8334, 5.1783, 4.1575, 5.0086, 3.3043, 0.9806, 3.0191, 1.9853, 4.1176, 3.6043, 2.8417, 4.2183, 3.7958, 5.3421, 0.7033, 3.9749, 1.1051, 3.8808]
For Example 129, The full renyi 0.5 token for desp method is: [1.3944, 2.8464, 1.8772, 4.3421, 3.0757, 1.2935, 2.5251, 1.7775, 3.7459, 1.9434, 4.1611, 3.4109, 4.4199, 4.8753, 1.0917, 3.8610, 0.6266, 3.6823, 1.9396, 2.2510, 3.3687, 2.8787, 4.9206, 3.5517, 2.0266, 3.9328, 3.1474, 5.0366, 1.8603, 2.5301, 3.4188]
